external_user_id,interaction_count
u2223844,18
u2223855,22
u2223872,11
u2224052,23
u2224085,11
u2224222,17
u2224252,94
u2224400,33
u2224496,8
u2224575,17
u2224627,17
u2224674,26
u222477,27
u2224775,24
u2224779,38
u2224806,22
u2224830,18
u2224895,43
u2225110,31
u2225178,10
u2225189,51
u2225262,10
u2225274,21
u22253,21
u2225311,39
u2225336,30
u2225377,32
u2225556,42
u2225610,8
u2225624,22
u2225648,14
u2225704,22
u2225856,19
u2225859,25
u222587,25
u2225958,48
u2226000,12
u2226004,12
u2226050,11
u2226088,14
u2226130,13
u2226150,16
u2226238,38
u2226300,9
u2226352,47
u2226360,10
u2226521,15
u2226522,19
u2226664,18
u2226693,20
u222673,10
u2226748,28
u2226749,15
u2226997,15
u2227092,43
u2227095,19
u2227167,34
u22273,10
u2227402,21
u2227434,18
u222749,25
u2227502,13
u2227523,13
u2227545,18
u2227591,13
u2227656,22
u2227660,9
u2227724,12
u2227925,98
u2228021,15
u2228077,32
u2228087,11
u2228136,24
u2228213,13
u2228296,14
u2228302,17
u2228346,10
u2228354,16
u2228366,132
u2228503,34
u2228564,35
u2228662,15
u2228704,19
u2228786,16
u2228824,16
u2228843,19
u2229042,108
u2229224,78
u2229232,53
u2229274,16
u2229301,16
u2229350,79
u2229378,17
u2229480,11
u2229655,13
u2229665,38
u2229710,9
u2229720,45
u2229910,9
u223005,33
u2230159,11
u2230177,24
u2230347,52
u2230456,33
u2230512,19
u223052,10
u2230544,25
u2230551,12
u2230823,31
u2230847,71
u2230917,19
u2231011,13
u2231212,8
u2231372,8
u2231428,75
u2231461,31
u2231472,13
u2231557,11
u2231558,57
u2231641,15
u2231711,21
u2231784,30
u2231949,30
u223196,13
u223198,16
u2232038,29
u2232219,46
u2232325,70
u2232416,13
u2232571,12
u2232609,28
u2232685,68
u2232884,18
u2232897,11
u2232921,33
u2232940,12
u223298,11
u2233014,52
u2233059,7
u2233132,8
u2233182,26
u2233195,17
u2233245,36
u2233545,13
u2233584,15
u2233587,46
u2233612,52
u2233627,11
u2233684,151
u2233699,12
u2233794,20
u2233875,8
u2233914,40
u2234013,26
u2234045,9
u2234050,13
u2234097,30
u2234114,9
u2234117,13
u2234312,12
u2234349,30
u2234365,14
u2234377,39
u2234428,12
u223447,7
u2234490,16
u2234517,11
u2234523,137
u2234538,14
u2234599,38
u2234675,13
u2234715,65
u2234753,79
u2234866,17
u2234897,8
u2234989,15
u2235086,11
u2235101,35
u2235194,28
u2235223,33
u2235240,11
u2235358,32
u2235391,68
u2235399,23
u22354382,32
u2235459,18
u22354983,7
u2235674,11
u2235710,15
u2235750,12
u22358281,10
u2235987,8
u2235998,27
u2236057,16
u2236086,15
u2236186,22
u2236235,17
u223629,11
u2236376,22
u2236417,8
u2236463,21
u2236717,7
u2236775,8
u22368182,100
u2236825,71
u2236902,25
u2236946,19
u2237054,49
u2237091,38
u2237120,8
u22371406,25
u2237246,14
u2237252,12
u2237295,16
u2237392,15
u2237407,9
u2237564,10
u2237612,7
u2237691,15
u223784,32
u2237951,51
u2238027,22
u223834,9
u22383581,46
u2238369,11
u2238434,10
u2238570,29
u2238639,51
u2238643,11
u2239006,27
u2239037,14
u2239192,11
u2239249,15
u2239335,35
u2239366,27
u2239378,12
u2239571,8
u2239673,15
u2239715,15
u2239733,54
u2240012,13
u2240040,31
u2240156,14
u2240178,9
u224034,16
u2240346,19
u2240356,16
u2240451,9
u2240472,8
u2240538,12
u2240573,35
u2240619,19
u2240675,16
u2240680,18
u2240771,10
u224084,10
u2240849,24
u2240888,10
u2240939,27
u2240945,9
u2240946,11
u2240967,40
u2241109,10
u2241162,21
u2241196,14
u2241249,16
u2241337,110
u2241345,10
u2241396,12
u2241435,14
u2241459,13
u2241489,23
u2241531,11
u2241770,28
u224179,13
u2241859,6
u2241891,10
u2241957,11
u2242047,9
u224213,17
u2242161,23
u2242190,15
u2242274,41
u2242300,17
u2242339,11
u2242355,27
u2242428,29
u2242542,16
u2242616,22
u2242624,21
u2242705,24
u2242764,23
u2242800,14
u2242865,30
u2242955,30
u2243001,9
u2243037,35
u2243040,24
u2243146,48
u2243234,19
u2243268,34
u2243307,27
u2243343,22
u2243402,24
u2243437,11
u2243470,40
u2243545,25
u2243628,8
u2243632,9
u2243643,8
u2243723,12
u2243767,21
u2243797,7
u2243807,81
u2243815,30
u2243830,188
u2243867,40
u2243973,46
u2244034,15
u2244110,22
u224421,14
u2244405,18
u2244531,112
u2244546,10
u2244642,13
u2244669,86
u2244696,31
u2244791,28
u2244827,14
u2244835,9
u2244840,25
u2244892,27
u2244976,19
u2244977,34
u2245032,20
u2245255,13
u2245470,14
u2245502,18
u2245608,18
u2245672,19
u2245892,38
u2245917,113
u2245936,18
u2245987,85
u2245995,8
u224604,10
u2246261,16
u2246272,10
u2246651,8
u2246717,10
u2246732,79
u2246801,42
u2246989,14
u2247029,29
u2247071,40
u2247165,12
u2247179,106
u2247241,16
u2247255,8
u2247311,42
u2247349,12
u2247365,22
u2247372,31
u2247384,26
u2247477,14
u2247506,23
u2247531,55
u2247551,34
u2247573,125
u2247640,17
u22477157,24
u224783,10
u2247887,28
u2247890,35
u2248146,28
u2248235,24
u2248506,48
u2248726,34
u2248752,41
u2248778,11
u224879,12
u2248817,11
u2248820,17
u2248828,33
u2249029,38
u2249086,11
u2249221,12
u2249472,7
u2249521,37
u2249646,15
u2249827,42
u2250100,16
u2250201,14
u2250256,20
u2250267,33
u2250294,52
u2250523,13
u2250593,63
u2250684,48
u2250703,15
u2250723,13
u2250931,35
u2250951,32
u2250962,10
u2251033,9
u2251058,36
u2251248,13
u2251280,9
u2251287,30
u2251299,18
u2251308,59
u2251320,21
u2251346,78
u225151,9
u225157,18
u2251619,59
u2251645,14
u2251681,35
u2251724,18
u2251754,17
u225178,47
u2251806,11
u2251919,30
u2251968,14
u2251975,10
u2251991,9
u2252051,36
u2252143,22
u2252147,21
u2252194,13
u2252340,50
u22524079,10
u2252417,17
u2252446,17
u2252452,11
u2252549,16
u2252556,11
u2252575,18
u2252613,20
u2252678,31
u2252734,14
u2252775,11
u2252877,72
u2252924,109
u2253109,16
u2253195,29
u2253213,14
u2253216,12
u2253342,17
u2253371,11
u2253482,18
u2253498,11
u2253572,27
u2253619,16
u2253689,28
u2253718,12
u2253753,43
u2253824,18
u2253869,22
u2253893,37
u2254097,29
u2254103,32
u2254144,7
u2254152,35
u2254195,10
u2254223,10
u2254277,25
u2254286,37
u2254335,14
u2254411,11
u2254601,16
u2254603,22
u2254643,12
u2254651,12
u2254656,49
u2254717,13
u2254738,74
u2254743,162
u2254804,11
u2254859,47
u2254872,24
u2254892,47
u2254906,8
u2254912,13
u2255086,28
u2255146,102
u2255163,13
u2255177,11
u2255251,20
u2255259,19
u2255281,18
u2255282,29
u2255305,14
u2255352,12
u2255414,63
u2255473,26
u2255498,10
u2255622,9
u2255624,8
u2255678,20
u2255759,19
u2255762,9
u2255819,35
u2255867,22
u2255897,11
u2255930,214
u2255946,54
u2256100,47
u2256166,11
u2256194,28
u2256219,50
u2256386,24
u2256444,43
u2256457,17
u2256594,10
u2256633,41
u2256658,92
u225669,9
u2256723,15
u2256728,14
u2256806,49
u2256817,19
u2256857,26
u2256919,65
u2256939,15
u2256994,12
u2256997,10
u2257095,9
u2257209,39
u2257363,55
u2257381,41
u2257424,34
u2257429,32
u2257471,68
u2257497,16
u2257534,12
u2257554,15
u2257621,6
u2257759,13
u2257816,12
u2257910,41
u2257938,15
u2257996,67
u2258020,9
u2258072,14
u2258170,16
u2258265,12
u2258332,16
u225838,18
u2258411,19
u2258425,101
u2258489,7
u2258495,13
u2258659,54
u2258808,15
u2258849,15
u2258900,34
u2258944,109
u2259009,17
u2259065,16
u2259267,28
u2259351,18
u2259360,87
u2259381,40
u2259462,10
u2259464,17
u2259493,36
u225954,12
u2259613,50
u2259640,77
u2259687,19
u2259972,11
u2260001,20
u2260006,42
u2260029,22
u2260094,13
u2260096,10
u2260102,52
u2260121,22
u2260256,44
u2260264,12
u22603768,30
u2260387,18
u2260398,16
u2260468,16
u2260504,11
u2260569,19
u2260571,35
u2260661,58
u2260670,14
u2260673,18
u2260814,13
u2260856,18
u2260876,48
u2260960,17
u2261015,18
u2261119,9
u2261216,18
u2261529,44
u2261695,18
u2261699,14
u2261737,12
u2261809,39
u2261892,29
u2262030,29
u2262040,17
u2262044,14
u2262196,26
u2262239,36
u2262257,37
u2262284,9
u2262355,14
u2262375,16
u2262518,15
u2262538,13
u2262572,130
u2262590,12
u2262652,58
u2262665,12
u2262733,13
u2262745,37
u2262763,18
u2263008,22
u2263039,33
u2263118,29
u2263127,33
u2263151,14
u2263189,27
u2263199,11
u226323,13
u2263241,7
u2263261,47
u2263271,23
u2263279,47
u2263353,31
u226347,17
u2263510,21
u2263552,13
u2263556,21
u2263669,41
u2263829,68
u2263849,14
u2263866,13
u2263891,18
u2263905,38
u2263918,28
u226393,16
u2264023,8
u2264028,95
u2264080,42
u2264135,12
u2264219,38
u2264285,29
u2264306,19
u2264359,30
u2264378,16
u2264398,13
u2264508,36
u2264597,21
u2264606,28
u2264632,38
u2264695,70
u2264707,62
u2264748,26
u2264775,31
u2264806,29
u2264989,14
u2265244,187
u2265279,29
u2265395,40
u2265557,36
u2265581,19
u2265696,9
u2265712,27
u2265735,18
u2265914,70
u2266003,22
u2266094,23
u2266263,60
u2266341,14
u2266519,18
u2266587,15
u2266591,51
u2266670,28
u2266678,19
u2266687,34
u2266708,25
u2266735,15
u2266752,19
u2266829,13
u2266875,27
u2266926,40
u2266940,10
u2266965,21
u2267004,34
u2267130,12
u2267166,30
u2267249,26
u2267303,49
u2267305,17
u2267326,134
u2267393,19
u2267394,8
u2267419,25
u2267455,31
u2267527,14
u2267531,14
u2267538,9
u2267542,8
u2267603,11
u2267645,11
u2267678,42
u2267710,31
u2267730,12
u2267742,21
u2267799,58
u2267964,13
u2268037,79
u2268108,36
u2268117,25
u2268232,9
u2268308,13
u2268327,16
u2268338,38
u2268356,11
u2268443,11
u2268463,16
u2268472,22
u2268473,17
u2268487,8
u2268494,16
u2268675,10
u2268747,132
u2268810,8
u2268904,13
u2268926,112
u2268928,21
u2269033,13
u2269125,9
u2269236,30
u2269269,26
u2269476,16
u2269669,22
u2269675,37
u2269685,16
u2269704,29
u2269736,9
u2269742,15
u2269769,10
u2269776,35
u2269919,16
u2269972,9
u2269999,43
u2270191,14
u2270214,49
u2270222,22
u2270260,28
u2270362,20
u2270382,35
u2270414,17
u2270468,16
u2270494,61
u2270504,17
u2270556,7
u2270901,13
u2270964,11
u2270989,20
u2271044,11
u2271139,7
u2271165,36
u2271186,6
u2271264,25
u2271274,16
u2271277,10
u2271355,29
u2271356,37
u22713903,21
u2271399,10
u2271478,57
u227149,17
u2271507,9
u2271556,44
u2271578,9
u2271588,16
u2271623,13
u2271625,30
u227166,32
u2271671,18
u2271680,23
u2271744,8
u2271797,19
u2271866,66
u2272013,12
u2272089,12
u2272135,9
u2272140,78
u2272152,17
u2272324,29
u2272361,27
u2272463,12
u2272507,27
u2272528,26
u2272530,25
u2272571,21
u2272657,16
u2272667,45
u2272781,167
u2272782,15
u2272793,20
u2272798,24
u2272839,28
u2272866,44
u2272923,17
u2272941,14
u2273023,30
u2273042,20
u2273103,35
u2273151,13
u2273286,19
u2273357,10
u2273395,9
u2273414,20
u2273453,16
u2273461,30
u2273464,23
u2273496,16
u2273514,12
u2273557,8
u2273571,11
u2273609,21
u2273634,14
u2273692,18
u2273717,15
u2273732,49
u227377,14
u2273839,26
u2274047,75
u2274101,7
u2274189,24
u2274261,12
u2274353,10
u2274368,50
u2274425,15
u2274454,68
u2274529,47
u2274533,9
u2274638,10
u2274679,17
u2274697,23
u227472,8
u227477,9
u2274772,20
u2274923,9
u227494,16
u2274951,11
u2274956,8
u2275113,23
u2275225,12
u2275491,7
u2275572,19
u2275659,45
u2275811,16
u2275859,10
u2275998,15
u2276058,25
u2276083,30
u2276216,30
u2276245,22
u2276258,120
u2276450,18
u2276506,10
u2276517,16
u2276577,14
u2276673,12
u2276739,24
u2276741,21
u2276746,19
u2276801,36
u2276805,10
u2276812,17
u2276847,14
u2276903,100
u2277079,51
u2277154,39
u2277210,23
u2277218,30
u227723,42
u2277515,29
u2277561,52
u2277646,14
u2277666,21
u2277696,27
u2277758,25
u2277820,27
u2277842,26
u2277884,28
u2277936,34
u2277950,61
u2277983,12
u2278075,12
u2278095,14
u2278188,32
u2278263,15
u2278277,13
u2278280,9
u227830,29
u2278328,19
u2278376,25
u2278410,9
u2278501,26
u2278515,10
u2278618,24
u227866,12
u2278695,27
u2278711,34
u2278866,40
u2278874,8
u2278923,85
u2279109,15
u2279189,7
u2279192,25
u2279289,47
u22794429,14
u2279480,55
u2279564,36
u2279575,24
u2279606,26
u2279706,55
u2279708,13
u2279736,16
u2279756,10
u2279795,13
u2280112,49
u2280200,16
u2280281,48
u2280406,100
u2280415,21
u2280433,20
u2280552,10
u2280591,15
u2281200,56
u2281225,27
u2281296,11
u2281342,22
u2281371,13
u2281430,12
u2281434,13
u228150,14
u228152,20
u2281619,34
u2281625,24
u2281668,14
u2281876,13
u2282000,69
u2282058,38
u2282091,62
u2282132,31
u228234,52
u2282402,128
u2282406,10
u2282414,18
u2282501,8
u2282567,28
u2282646,58
u2282714,23
u2282830,13
u2282872,24
u228300,9
u2283095,13
u2283165,12
u2283166,23
u2283210,7
u2283217,13
u2283257,14
u2283291,15
u2283292,17
u2283320,14
u2283397,12
u2283470,10
u2283511,13
u2283703,63
u2283740,55
u2283752,10
u2283810,10
u2283852,16
u2284018,76
u2284022,19
u228406,22
u2284092,17
u2284162,16
u2284176,23
u2284245,36
u2284247,19
u2284311,15
u2284427,24
u2284455,10
u2284465,25
u2284484,24
u2284586,33
u2284669,12
u2284705,40
u2284727,14
u2284843,14
u228490,36
u2284974,22
u228498,37
u2285118,8
u22851853,17
u2285341,55
u2285385,20
u2285409,14
u228545,19
u2285481,65
u2285564,30
u2285577,13
u2285700,25
u2285713,16
u2285734,10
u2285816,26
u2285838,33
u2286043,92
u2286182,53
u2286230,21
u2286237,12
u2286358,12
u2286390,226
u2286403,12
u2286603,25
u2286617,23
u2286648,15
u2286689,15
u2286758,11
u2286764,15
u2286789,30
u2286810,16
u2286846,51
u2286937,14
u2286950,47
u2286982,16
u2287014,34
u2287099,37
u2287140,32
u2287224,15
u2287254,21
u2287410,7
u228757,41
u2287636,13
u2287675,27
u2287742,43
u2287777,17
u2287936,12
u228798,27
u22880,24
u2288012,10
u2288079,129
u2288103,19
u2288190,8
u2288324,11
u2288364,9
u2288405,14
u2288444,23
u2288624,13
u2288660,11
u2288662,12
u2288759,7
u2288769,7
u2288775,23
u2288783,16
u2288821,10
u2288960,18
u2289004,32
u2289128,12
u2289164,14
u2289207,120
u2289223,50
u2289283,16
u2289414,13
u2289466,13
u228951,15
u2289537,54
u2289598,36
u2289727,17
u2289951,14
u2290049,10
u2290148,15
u2290230,41
u2290252,23
u2290304,7
u2290308,53
u2290429,60
u2290443,31
u2290530,8
u2290567,15
u2290661,10
u2290675,14
u2290754,13
u229081,26
u2290903,10
u2291004,21
u2291049,25
u2291127,49
u2291266,6
u2291267,43
u2291283,27
u2291334,12
u2291431,53
u2291444,30
u2291534,9
u2291543,30
u2291567,16
u2291708,13
u2291786,56
u2291787,22
u2291844,11
u2291849,98
u2291869,22
u2291871,162
u2291897,13
u2291958,56
u2291961,15
u2292037,10
u2292064,19
u2292067,16
u2292110,18
u2292123,52
u2292134,37
u2292212,17
u2292255,14
u2292301,15
u2292304,31
u229248,9
u2292499,53
u2292519,20
u2292523,59
u229260,19
u2292635,18
u2292663,10
u2292696,25
u2292710,15
u2292838,8
u2292843,24
u2292906,16
u2292933,15
u2292982,6
u2292985,11
u2293007,39
u2293034,7
u2293246,41
u2293264,16
u2293335,117
u2293367,103
u22933924,7
u2293425,42
u2293507,49
u2293537,16
u2293556,8
u2293583,15
u2293692,78
u2293718,14
u2293747,13
u2293785,82
u2293833,64
u2293934,36
u229398,23
u2294043,39
u2294055,14
u2294078,23
u2294094,20
u2294095,110
u2294110,21
u2294175,8
u2294262,93
u2294306,30
u2294350,18
u2294372,23
u2294410,276
u2294500,65
u2294513,25
u2294532,13
u2294654,19
u2294728,39
u2294731,69
u2294735,20
u2294741,22
u2294764,11
u2294766,88
u2294768,10
u2294777,42
u2294826,12
u2294890,8
u2294982,35
u2294992,32
u2295036,9
u2295107,13
u2295135,57
u229515,17
u2295177,15
u2295243,20
u2295304,13
u2295327,28
u2295604,17
u229561,30
u2295703,14
u2295705,48
u2295709,21
u2295780,19
u2295802,24
u229581,15
u2295839,61
u2295860,21
u2295955,12
u2296048,59
u2296096,58
u2296114,22
u2296138,47
u2296150,16
u2296174,68
u2296224,22
u2296392,20
u2296533,20
u2296599,24
u2296642,16
u2296652,72
u2296707,7
u2296714,55
u2296730,9
u2296830,14
u2296840,25
u2296919,27
u2297147,16
u2297173,10
u2297186,8
u2297247,22
u229737,29
u2297441,15
u2297470,11
u2297505,29
u2297514,24
u2297600,32
u2297624,53
u2297665,42
u2297715,11
u2297736,12
u2297751,55
u2297782,68
u2297801,31
u2297813,11
u2297823,32
u2297885,63
u2297903,9
u2297915,10
u2297955,34
u2297966,14
u2298028,13
u2298099,12
u2298142,18
u2298230,6
u2298231,19
u2298299,22
u2298329,32
u2298370,100
u229846,10
u229857,25
u2298587,20
u2298598,63
u2298607,18
u2298614,42
u2298629,9
u2298649,15
u2298682,19
u2298714,30
u2298715,15
u2298731,15
u2298757,15
u2298776,110
u2298826,35
u2298849,139
u2298875,14
u2298900,8
u2298934,32
u2299003,57
u2299034,26
u2299057,97
u2299128,21
u2299184,51
u2299192,25
u2299236,6
u2299237,10
u2299294,110
u229937,17
u2299374,21
u2299393,16
u2299452,82
u2299457,20
u2299619,27
u2299665,29
u2299671,12
u2299733,8
u2299809,6
u2299898,93
u2299976,34
u2300021,22
u23002967,13
u2300308,58
u2300316,24
u2300586,32
u2300594,19
u2300748,27
u2300883,49
u2300899,22
u2300940,10
u2300965,10
u2300987,18
u230101,8
u2301095,9
u2301126,11
u2301180,19
u2301230,15
u2301336,40
u2301367,25
u2301532,18
u2301540,35
u2301617,19
u2301620,10
u2301657,35
u2301721,36
u2301786,19
u2301838,48
u2301853,11
u2302163,11
u2302178,82
u2302260,20
u2302438,10
u2302459,67
u2302528,13
u2302760,7
u2302798,161
u2302829,25
u2302860,31
u230293,12
u2303029,20
u2303078,13
u230313,8
u2303280,11
u2303334,10
u230338,16
u2303424,18
u2303558,18
u2303612,21
u2303627,74
u2303680,23
u2303688,13
u2303801,69
u230383,42
u2303833,18
u2303901,11
u2303918,25
u2303960,40
u2304039,44
u2304070,64
u2304112,13
u2304122,10
u2304154,87
u2304254,16
u2304285,42
u230446,44
u2304531,19
u2304545,10
u2304551,23
u2304925,13
u2304961,19
u2305227,13
u2305265,13
u2305287,21
u2305296,12
u2305416,9
u2305501,21
u2305700,10
u2305773,36
u2305807,28
u2305855,14
u2305894,23
u2305954,39
u230596,33
u2305997,66
u2306057,7
u2306166,16
u2306243,15
u2306420,27
u2306440,10
u2306509,10
u2306531,47
u2306536,15
u2306588,11
u2306699,8
u2306742,9
u230675,12
u2306798,27
u2306845,23
u2307073,12
u2307120,135
u2307353,23
u2307377,50
u2307470,32
u2307624,41
u2307672,19
u2307692,11
u2307764,13
u2307847,36
u2307894,18
u2307957,40
u2308061,13
u2308155,17
u2308282,15
u2308354,12
u2308361,21
u2308485,16
u23085373,13
u2308559,19
u2308567,10
u2308666,23
u2308699,9
u2308747,30
u2308748,18
u2308757,32
u2308813,10
u2308850,12
u2308894,38
u2308918,32
u2309119,20
u2309223,12
u2309248,12
u2309304,35
u2309307,40
u2309351,40
u2309362,45
u2309490,13
u2309509,9
u2309551,34
u2309641,16
u2309666,37
u2309718,8
u230972,20
u2309863,12
u2309898,23
u2309960,74
u2309997,14
u2310120,21
u2310147,20
u2310384,39
u2310625,16
u231071,14
u2310734,12
u2310787,46
u2310963,83
u2310976,27
u2311076,12
u2311134,9
u2311237,11
u231125,36
u2311259,28
u2311327,46
u2311402,23
u2311411,8
u2311416,16
u2311522,17
u2311565,13
u2311567,45
u2311700,18
u2311714,12
u2311814,23
u2311856,11
u2311863,94
u2311883,12
u2311897,13
u2311902,18
u2311931,32
u2311935,20
u2311963,11
u2311988,18
u2312012,89
u2312136,16
u2312157,41
u2312423,7
u2312494,14
u2312498,13
u2312501,37
u2312602,8
u2312623,12
u2312640,14
u2312644,19
u2312669,65
u2312698,16
u2312723,45
u2312807,24
u2312835,9
u2312856,47
u2312876,39
u2312898,21
u2313015,14
u2313054,9
u2313063,31
u2313072,20
u2313093,48
u2313213,20
u2313226,45
u2313281,9
u2313424,18
u2313476,12
u2313582,15
u2313590,16
u231367,7
u2313707,20
u2313720,69
u2313897,13
u2313935,13
u2314008,10
u2314009,23
u231408,17
u2314113,87
u2314147,47
u231420,13
u2314272,17
u2314398,15
u2314463,34
u2314478,24
u2314485,37
u2314489,21
u2314584,35
u2314621,21
u2314629,16
u2314632,13
u2314635,68
u2314678,19
u2314756,21
u2315042,22
u2315077,15
u231509,31
u2315126,16
u2315151,49
u2315173,41
u2315267,54
u2315337,76
u2315486,17
u2315532,8
u2315557,12
u2315615,13
u2315643,46
u231573,11
u2315759,48
u2315769,18
u2315920,8
u2316039,29
u2316145,8
u2316173,15
u2316229,14
u2316254,62
u23164104,14
u2316424,52
u2316440,13
u2316495,14
u2316510,24
u2316524,23
u2316558,36
u2316559,11
u2316569,111
u2316628,21
u2316632,45
u2316701,9
u2316722,27
u2316731,102
u2316735,60
u2316825,14
u2316856,28
u2316904,23
u2316949,28
u2316979,10
u2316993,13
u2317014,19
u2317054,15
u2317174,45
u2317194,15
u2317231,79
u2317264,31
u2317282,26
u2317314,23
u2317380,74
u2317440,11
u2317461,15
u2317495,37
u231753,11
u2317571,47
u2317577,25
u2317579,9
u2317606,14
u2317649,23
u2317650,57
u2317681,16
u2317686,33
u2317710,25
u2317989,79
u2318033,12
u2318144,10
u2318166,21
u2318180,15
u2318211,61
u2318237,33
u2318452,33
u2318484,13
u2318620,16
u2318827,18
u2318937,9
u2318941,48
u2319012,24
u2319042,25
u2319069,22
u2319095,9
u2319117,12
u2319160,24
u2319557,8
u2319577,10
u2319641,25
u2319661,29
u2319695,14
u2319704,35
u2319758,33
u23198,21
u2319990,22
u2320090,15
u2320158,23
u2320166,20
u2320340,11
u2320376,25
u2320380,22
u2320399,9
u2320412,14
u2320446,13
u2320466,9
u2320511,33
u2320532,10
u2320639,30
u232066,28
u2320692,9
u2320740,15
u2320790,79
u2320888,24
u2320968,20
u2320978,15
u2321313,16
u2321362,16
u2321455,14
u2321573,12
u2321588,26
u2321631,37
u2321721,18
u2321733,38
u2321766,97
u2321803,10
u2321816,24
u2321897,19
u2321942,14
u2322015,13
u2322109,36
u2322172,35
u2322356,10
u232255,15
u2322572,75
u232258,9
u2322612,21
u2322679,9
u2322713,20
u2322739,7
u2322758,33
u2322776,95
u2322994,11
u2323147,18
u2323218,11
u2323250,115
u232326,40
u2323283,14
u2323293,20
u2323295,45
u2323308,40
u2323331,23
u2323340,32
u2323454,19
u2323604,40
u232375,12
u2323858,11
u232391,14
u2324007,31
u2324052,31
u2324081,23
u2324154,18
u2324216,18
u2324229,19
u2324265,16
u2324298,10
u2324380,37
u2324388,14
u2324428,17
u2324491,13
u2324520,103
u2324634,91
u2324651,14
u2324724,17
u2324892,27
u2324970,19
u2324993,15
u2325175,7
u2325270,11
u2325302,14
u2325357,50
u2325379,9
u2325543,17
u2325628,26
u2325672,24
u2325679,27
u2325698,26
u2325699,9
u2325965,34
u2325985,7
u2326113,18
u232613,29
u232623,19
u2326331,10
u2326470,9
u2326582,19
u2326611,9
u2326629,15
u2326667,50
u2326813,35
u2326864,90
u2326876,28
u232696,16
u2326986,7
u2327095,19
u2327129,70
u232714,15
u2327200,42
u232721,10
u2327261,63
u2327342,47
u2327372,13
u2327404,19
u2327454,21
u2327532,28
u2327549,19
u2327588,12
u2327630,19
u2327644,58
u2327725,16
u2327760,20
u2327779,19
u2327797,12
u2328008,10
u2328114,20
u2328115,7
u2328181,15
u2328190,12
u2328223,12
u2328236,11
u2328275,14
u2328293,8
u2328424,38
u2328440,7
u2328508,9
u2328656,29
u2328705,12
u2328770,14
u2329031,14
u2329046,16
u2329083,11
u2329143,22
u2329238,47
u2329249,78
u2329263,14
u2329302,57
u2329336,18
u2329388,22
u2329399,61
u2329522,24
u2329561,30
u2329693,15
u232971,12
u2329865,12
u2329884,15
u2329936,14
u2330160,38
u2330200,36
u2330308,63
u2330331,12
u2330350,19
u2330382,84
u2330385,35
u2330432,17
u2330467,54
u2330472,30
u2330488,10
u2330519,15
u2330714,74
u233090,6
u2330957,7
u2331168,14
u2331206,17
u23312068,9
u2331242,21
u2331253,18
u2331477,41
u2331690,28
u2331816,20
u2331871,23
u2331913,21
u2331977,13
u2332008,36
u2332230,42
u2332245,50
u2332249,7
u2332377,10
u2332400,12
u2332467,14
u2332495,32
u2332558,8
u2332601,11
u2332723,17
u2332843,55
u2332844,70
u2332907,18
u2333001,26
u2333049,18
u233309,21
u233321,22
u2333237,27
u2333281,84
u233336,7
u2333430,11
u2333479,38
u2333530,12
u2333616,60
u2333642,16
u2333781,11
u2333946,36
u2333977,51
u233413,9
u2334130,65
u2334169,25
u2334203,8
u2334275,47
u233428,13
u2334347,12
u2334376,31
u2334455,16
u2334458,23
u2334533,13
u233471,8
u2334874,20
u2335187,79
u2335192,82
u2335347,28
u2335418,18
u233546,12
u2335533,12
u2335535,14
u2335549,29
u2335558,24
u2335727,18
u2335789,48
u2335831,21
u2335847,34
u2335937,10
u2336123,15
u2336163,14
u2336168,39
u2336199,12
u2336217,23
u2336222,26
u2336383,31
u2336427,27
u2336437,16
u2336450,39
u2336493,18
u2336535,37
u2336872,13
u2336974,35
u2337000,41
u2337066,11
u2337122,25
u2337223,9
u2337296,36
u2337389,56
u2337463,47
u2337534,8
u2337600,60
u2337752,40
u2337791,21
u2337881,21
u2337906,10
u2338050,105
u2338110,21
u2338117,19
u2338285,25
u2338321,110
u2338344,21
u2338376,36
u2338757,26
u233891,10
u2339009,14
u233907,13
u2339104,16
u2339123,44
u2339144,76
u2339169,17
u2339230,64
u2339437,17
u2339522,96
u233955,44
u2339617,36
u2339646,9
u2339834,62
u2339860,7
u2339877,11
u2339892,33
u2339895,9
u2339926,30
u2340009,9
u2340089,8
u2340098,9
u2340272,123
u2340298,9
u234037,17
u2340459,86
u234046,39
u2340490,26
u2340493,28
u2340508,9
u2340540,10
u2340594,48
u2340623,128
u2340637,40
u2340787,38
u2340879,16
u2340965,10
u2340967,30
u2340980,13
u234102,10
u2341049,19
u2341101,26
u2341158,13
u2341219,14
u2341228,22
u234127,13
u2341550,14
u2341596,47
u2341600,11
u2341639,54
u234169,27
u2341696,32
u2341738,11
u2341779,18
u2341792,155
u2341854,120
u2341863,11
u2342155,14
u2342211,10
u2342431,98
u2342578,19
u2342583,6
u2342594,41
u2342624,26
u2342640,33
u2342760,15
u2342776,21
u2342797,10
u2342822,85
u2342860,26
u2342904,19
u2342910,10
u2342961,43
u2343004,10
u2343155,38
u2343175,47
u2343300,16
u2343305,13
u2343438,17
u2343456,107
u2343466,83
u2343603,22
u2343674,19
u2343736,39
u2343816,12
u2343840,17
u2344076,27
u2344099,14
u2344123,11
u2344163,21
u2344214,74
u2344259,11
u2344273,112
u2344280,25
u2344309,11
u2344335,22
u2344380,11
u2344419,20
u2344495,42
u2344606,39
u2344651,9
u2344653,14
u2344669,8
u234471,101
u234487,12
u2344893,24
u2344933,39
u2344943,11
u2345028,7
